metadata_column	enumeration	enumeration_description
in.city	"CA, Westminster"	"CA, Westminster census-designated city"
in.city	"CA, Whittier"	"CA, Whittier census-designated city"
in.city	"CA, Woodland"	"CA, Woodland census-designated city"
in.city	"CA, Yorba Linda"	"CA, Yorba Linda census-designated city"
in.city	"CA, Yuba City"	"CA, Yuba City census-designated city"
in.city	"CA, Yucaipa"	"CA, Yucaipa census-designated city"
in.city	"CO, Arvada"	"CO, Arvada census-designated city"
in.city	"CO, Aurora"	"CO, Aurora census-designated city"
in.city	"CO, Boulder"	"CO, Boulder census-designated city"
in.city	"CO, Broomfield"	"CO, Broomfield census-designated city"
in.city	"CO, Castle Rock"	"CO, Castle Rock census-designated city"
in.city	"CO, Centennial"	"CO, Centennial census-designated city"
in.city	"CO, Colorado Springs"	"CO, Colorado Springs census-designated city"
in.city	"CO, Commerce City"	"CO, Commerce City census-designated city"
in.city	"CO, Denver"	"CO, Denver census-designated city"
in.city	"CO, Englewood"	"CO, Englewood census-designated city"
in.city	"CO, Fort Collins"	"CO, Fort Collins census-designated city"
in.city	"CO, Grand Junction"	"CO, Grand Junction census-designated city"
in.city	"CO, Greeley"	"CO, Greeley census-designated city"
in.city	"CO, Highlands Ranch"	"CO, Highlands Ranch census-designated city"
in.city	"CO, Lakewood"	"CO, Lakewood census-designated city"
in.city	"CO, Littleton"	"CO, Littleton census-designated city"
in.city	"CO, Longmont"	"CO, Longmont census-designated city"
in.city	"CO, Loveland"	"CO, Loveland census-designated city"
in.city	"CO, Parker"	"CO, Parker census-designated city"
in.city	"CO, Pueblo"	"CO, Pueblo census-designated city"
in.city	"CO, Thornton"	"CO, Thornton census-designated city"
in.city	"CO, Westminster"	"CO, Westminster census-designated city"
in.city	"CT, Bridgeport"	"CT, Bridgeport census-designated city"
in.city	"CT, Bristol"	"CT, Bristol census-designated city"
in.city	"CT, Danbury"	"CT, Danbury census-designated city"
in.city	"CT, East Hartford"	"CT, East Hartford census-designated city"
in.city	"CT, Hartford"	"CT, Hartford census-designated city"
in.city	"CT, Meriden"	"CT, Meriden census-designated city"
in.city	"CT, Middletown"	"CT, Middletown census-designated city"
in.city	"CT, Milford City Balance"	"CT, Milford City Balance census-designated city"
in.city	"CT, New Britain"	"CT, New Britain census-designated city"
in.city	"CT, New Haven"	"CT, New Haven census-designated city"
in.city	"CT, Norwalk"	"CT, Norwalk census-designated city"
in.city	"CT, Norwich"	"CT, Norwich census-designated city"
in.city	"CT, Shelton"	"CT, Shelton census-designated city"
in.city	"CT, Stamford"	"CT, Stamford census-designated city"
in.city	"CT, Stratford"	"CT, Stratford census-designated city"
in.city	"CT, Torrington"	"CT, Torrington census-designated city"
in.city	"CT, Waterbury"	"CT, Waterbury census-designated city"
in.city	"CT, West Hartford"	"CT, West Hartford census-designated city"
in.city	"CT, West Haven"	"CT, West Haven census-designated city"
in.city	"DC, Washington"	"DC, Washington census-designated city"
in.city	"DE, Dover"	"DE, Dover census-designated city"
in.city	"DE, Wilmington"	"DE, Wilmington census-designated city"
in.city	"FL, Alafaya"	"FL, Alafaya census-designated city"
in.city	"FL, Altamonte Springs"	"FL, Altamonte Springs census-designated city"
in.city	"FL, Apopka"	"FL, Apopka census-designated city"
in.city	"FL, Aventura"	"FL, Aventura census-designated city"
in.city	"FL, Boca Raton"	"FL, Boca Raton census-designated city"
in.city	"FL, Bonita Springs"	"FL, Bonita Springs census-designated city"
in.city	"FL, Boynton Beach"	"FL, Boynton Beach census-designated city"
in.city	"FL, Bradenton"	"FL, Bradenton census-designated city"
in.city	"FL, Brandon"	"FL, Brandon census-designated city"
in.city	"FL, Cape Coral"	"FL, Cape Coral census-designated city"
in.city	"FL, Carrollwood"	"FL, Carrollwood census-designated city"
in.city	"FL, Clearwater"	"FL, Clearwater census-designated city"
in.city	"FL, Coconut Creek"	"FL, Coconut Creek census-designated city"
in.city	"FL, Coral Gables"	"FL, Coral Gables census-designated city"
in.city	"FL, Coral Springs"	"FL, Coral Springs census-designated city"
in.city	"FL, Country Club"	"FL, Country Club census-designated city"
in.city	"FL, Dania Beach"	"FL, Dania Beach census-designated city"
in.city	"FL, Davie"	"FL, Davie census-designated city"
in.city	"FL, Daytona Beach"	"FL, Daytona Beach census-designated city"
in.city	"FL, Deerfield Beach"	"FL, Deerfield Beach census-designated city"
in.city	"FL, Delray Beach"	"FL, Delray Beach census-designated city"
in.city	"FL, Deltona"	"FL, Deltona census-designated city"
in.city	"FL, Doral"	"FL, Doral census-designated city"
in.city	"FL, Dunedin"	"FL, Dunedin census-designated city"
in.city	"FL, East Lake"	"FL, East Lake census-designated city"
in.city	"FL, Estero"	"FL, Estero census-designated city"
in.city	"FL, Fort Lauderdale"	"FL, Fort Lauderdale census-designated city"
in.city	"FL, Fort Myers"	"FL, Fort Myers census-designated city"
in.city	"FL, Fort Pierce"	"FL, Fort Pierce census-designated city"
in.city	"FL, Fountainebleau"	"FL, Fountainebleau census-designated city"
in.city	"FL, Four Corners"	"FL, Four Corners census-designated city"
in.city	"FL, Gainesville"	"FL, Gainesville census-designated city"
in.city	"FL, Greenacres"	"FL, Greenacres census-designated city"
in.city	"FL, Hallandale Beach"	"FL, Hallandale Beach census-designated city"
in.city	"FL, Hialeah"	"FL, Hialeah census-designated city"
in.city	"FL, Hollywood"	"FL, Hollywood census-designated city"
in.city	"FL, Homestead"	"FL, Homestead census-designated city"
in.city	"FL, Jacksonville"	"FL, Jacksonville census-designated city"
in.city	"FL, Jupiter"	"FL, Jupiter census-designated city"
in.city	"FL, Kendale Lakes"	"FL, Kendale Lakes census-designated city"
in.city	"FL, Kendall"	"FL, Kendall census-designated city"
in.city	"FL, Kissimmee"	"FL, Kissimmee census-designated city"
in.city	"FL, Lake Worth"	"FL, Lake Worth census-designated city"
in.city	"FL, Lakeland"	"FL, Lakeland census-designated city"
in.city	"FL, Largo"	"FL, Largo census-designated city"
in.city	"FL, Lauderhill"	"FL, Lauderhill census-designated city"
in.city	"FL, Lehigh Acres"	"FL, Lehigh Acres census-designated city"
in.city	"FL, Marco Island"	"FL, Marco Island census-designated city"
in.city	"FL, Margate"	"FL, Margate census-designated city"
in.city	"FL, Melbourne"	"FL, Melbourne census-designated city"
in.city	"FL, Merritt Island"	"FL, Merritt Island census-designated city"
in.city	"FL, Miami"	"FL, Miami census-designated city"
in.city	"FL, Miami Beach"	"FL, Miami Beach census-designated city"
in.city	"FL, Miami Gardens"	"FL, Miami Gardens census-designated city"
in.city	"FL, Miramar"	"FL, Miramar census-designated city"
in.city	"FL, Naples"	"FL, Naples census-designated city"
in.city	"FL, New Smyrna Beach"	"FL, New Smyrna Beach census-designated city"
in.city	"FL, North Fort Myers"	"FL, North Fort Myers census-designated city"
in.city	"FL, North Miami"	"FL, North Miami census-designated city"
in.city	"FL, North Miami Beach"	"FL, North Miami Beach census-designated city"
in.city	"FL, North Port"	"FL, North Port census-designated city"
in.city	"FL, Oakland Park"	"FL, Oakland Park census-designated city"
in.city	"FL, Ocala"	"FL, Ocala census-designated city"
in.city	"FL, Orlando"	"FL, Orlando census-designated city"
in.city	"FL, Ormond Beach"	"FL, Ormond Beach census-designated city"
in.city	"FL, Palm Bay"	"FL, Palm Bay census-designated city"
in.city	"FL, Palm Beach Gardens"	"FL, Palm Beach Gardens census-designated city"
in.city	"FL, Palm Coast"	"FL, Palm Coast census-designated city"
in.city	"FL, Palm Harbor"	"FL, Palm Harbor census-designated city"
in.city	"FL, Panama City"	"FL, Panama City census-designated city"
in.city	"FL, Panama City Beach"	"FL, Panama City Beach census-designated city"
in.city	"FL, Pembroke Pines"	"FL, Pembroke Pines census-designated city"
in.city	"FL, Pensacola"	"FL, Pensacola census-designated city"
in.city	"FL, Pine Hills"	"FL, Pine Hills census-designated city"
in.city	"FL, Pinellas Park"	"FL, Pinellas Park census-designated city"
in.city	"FL, Plantation"	"FL, Plantation census-designated city"
in.city	"FL, Poinciana"	"FL, Poinciana census-designated city"
in.city	"FL, Pompano Beach"	"FL, Pompano Beach census-designated city"
in.city	"FL, Port Charlotte"	"FL, Port Charlotte census-designated city"
in.city	"FL, Port Orange"	"FL, Port Orange census-designated city"
in.city	"FL, Port St Lucie"	"FL, Port St Lucie census-designated city"
in.city	"FL, Riverview"	"FL, Riverview census-designated city"
in.city	"FL, Riviera Beach"	"FL, Riviera Beach census-designated city"
in.city	"FL, Sanford"	"FL, Sanford census-designated city"
in.city	"FL, Sarasota"	"FL, Sarasota census-designated city"
in.city	"FL, Spring Hill"	"FL, Spring Hill census-designated city"
in.city	"FL, St Cloud"	"FL, St Cloud census-designated city"
in.city	"FL, St Petersburg"	"FL, St Petersburg census-designated city"
in.city	"FL, Sun City Center"	"FL, Sun City Center census-designated city"
in.city	"FL, Sunny Isles Beach"	"FL, Sunny Isles Beach census-designated city"
in.city	"FL, Sunrise"	"FL, Sunrise census-designated city"
in.city	"FL, Tallahassee"	"FL, Tallahassee census-designated city"
in.city	"FL, Tamarac"	"FL, Tamarac census-designated city"
in.city	"FL, Tamiami"	"FL, Tamiami census-designated city"
in.city	"FL, Tampa"	"FL, Tampa census-designated city"
in.city	"FL, The Hammocks"	"FL, The Hammocks census-designated city"
in.city	"FL, The Villages"	"FL, The Villages census-designated city"
in.city	"FL, Titusville"	"FL, Titusville census-designated city"
in.city	"FL, Town N Country"	"FL, Town N Country census-designated city"
in.city	"FL, University"	"FL, University census-designated city"
in.city	"FL, Venice"	"FL, Venice census-designated city"
in.city	"FL, Wellington"	"FL, Wellington census-designated city"
in.city	"FL, Wesley Chapel"	"FL, Wesley Chapel census-designated city"
in.city	"FL, West Palm Beach"	"FL, West Palm Beach census-designated city"
in.city	"FL, Weston"	"FL, Weston census-designated city"
in.city	"FL, Winter Haven"	"FL, Winter Haven census-designated city"
in.city	"GA, Albany"	"GA, Albany census-designated city"
in.city	"GA, Alpharetta"	"GA, Alpharetta census-designated city"
in.city	"GA, Athens-Clarke County Unified Government Balance"	"GA, Athens-Clarke County Unified Government Balance census-designated city"
in.city	"GA, Atlanta"	"GA, Atlanta census-designated city"
in.city	"GA, Augusta-Richmond County Consolidated Government Balance"	"GA, Augusta-Richmond County Consolidated Government Balance census-designated city"
in.city	"GA, Columbus"	"GA, Columbus census-designated city"
in.city	"GA, Dunwoody"	"GA, Dunwoody census-designated city"
in.city	"GA, East Point"	"GA, East Point census-designated city"
in.city	"GA, Hinesville"	"GA, Hinesville census-designated city"
in.city	"GA, Johns Creek"	"GA, Johns Creek census-designated city"
in.city	"GA, Mableton"	"GA, Mableton census-designated city"
in.city	"GA, Macon"	"GA, Macon census-designated city"
in.city	"GA, Marietta"	"GA, Marietta census-designated city"
in.city	"GA, Newnan"	"GA, Newnan census-designated city"
in.city	"GA, North Atlanta"	"GA, North Atlanta census-designated city"
in.city	"GA, Rome"	"GA, Rome census-designated city"
in.city	"GA, Roswell"	"GA, Roswell census-designated city"
in.city	"GA, Sandy Springs"	"GA, Sandy Springs census-designated city"
in.city	"GA, Savannah"	"GA, Savannah census-designated city"
in.city	"GA, Smyrna"	"GA, Smyrna census-designated city"
in.city	"GA, Valdosta"	"GA, Valdosta census-designated city"
in.city	"GA, Warner Robins"	"GA, Warner Robins census-designated city"
in.city	"IA, Ames"	"IA, Ames census-designated city"
in.city	"IA, Ankeny"	"IA, Ankeny census-designated city"
in.city	"IA, Cedar Falls"	"IA, Cedar Falls census-designated city"
in.city	"IA, Cedar Rapids"	"IA, Cedar Rapids census-designated city"
in.city	"IA, Council Bluffs"	"IA, Council Bluffs census-designated city"
in.city	"IA, Davenport"	"IA, Davenport census-designated city"
in.city	"IA, Des Moines"	"IA, Des Moines census-designated city"
in.city	"IA, Dubuque"	"IA, Dubuque census-designated city"
in.city	"IA, Iowa City"	"IA, Iowa City census-designated city"
in.city	"IA, Marion"	"IA, Marion census-designated city"
in.city	"IA, Sioux City"	"IA, Sioux City census-designated city"
in.city	"IA, Urbandale"	"IA, Urbandale census-designated city"
in.city	"IA, Waterloo"	"IA, Waterloo census-designated city"
in.city	"IA, West Des Moines"	"IA, West Des Moines census-designated city"
in.city	"ID, Boise City"	"ID, Boise City census-designated city"
in.city	"ID, Caldwell"	"ID, Caldwell census-designated city"
in.city	"ID, Coeur Dalene"	"ID, Coeur Dalene census-designated city"
in.city	"ID, Idaho Falls"	"ID, Idaho Falls census-designated city"
in.city	"ID, Meridian"	"ID, Meridian census-designated city"
in.city	"ID, Nampa"	"ID, Nampa census-designated city"
in.city	"ID, Pocatello"	"ID, Pocatello census-designated city"
in.city	"ID, Twin Falls"	"ID, Twin Falls census-designated city"
in.city	"IL, Arlington Heights"	"IL, Arlington Heights census-designated city"
in.city	"IL, Aurora"	"IL, Aurora census-designated city"
in.city	"IL, Belleville"	"IL, Belleville census-designated city"
in.city	"IL, Berwyn"	"IL, Berwyn census-designated city"
in.city	"IL, Bloomington"	"IL, Bloomington census-designated city"
in.city	"IL, Bolingbrook"	"IL, Bolingbrook census-designated city"
in.city	"IL, Buffalo Grove"	"IL, Buffalo Grove census-designated city"
in.city	"IL, Calumet City"	"IL, Calumet City census-designated city"
in.city	"IL, Carol Stream"	"IL, Carol Stream census-designated city"
in.city	"IL, Champaign"	"IL, Champaign census-designated city"
in.city	"IL, Chicago"	"IL, Chicago census-designated city"
in.city	"IL, Cicero"	"IL, Cicero census-designated city"
in.city	"IL, Crystal Lake"	"IL, Crystal Lake census-designated city"
in.city	"IL, Decatur"	"IL, Decatur census-designated city"
in.city	"IL, Dekalb"	"IL, Dekalb census-designated city"
in.city	"IL, Des Plaines"	"IL, Des Plaines census-designated city"
in.city	"IL, Downers Grove"	"IL, Downers Grove census-designated city"
in.city	"IL, Elgin"	"IL, Elgin census-designated city"
in.city	"IL, Elmhurst"	"IL, Elmhurst census-designated city"
in.city	"IL, Evanston"	"IL, Evanston census-designated city"
in.city	"IL, Glenview"	"IL, Glenview census-designated city"
in.city	"IL, Hoffman Estates"	"IL, Hoffman Estates census-designated city"
in.city	"IL, Joliet"	"IL, Joliet census-designated city"
in.city	"IL, Lombard"	"IL, Lombard census-designated city"
in.city	"IL, Moline"	"IL, Moline census-designated city"
in.city	"IL, Mount Prospect"	"IL, Mount Prospect census-designated city"
in.city	"IL, Naperville"	"IL, Naperville census-designated city"
in.city	"IL, Normal"	"IL, Normal census-designated city"
in.city	"IL, Oak Lawn"	"IL, Oak Lawn census-designated city"
in.city	"IL, Oak Park"	"IL, Oak Park census-designated city"
in.city	"IL, Orland Park"	"IL, Orland Park census-designated city"
in.city	"IL, Palatine"	"IL, Palatine census-designated city"
in.city	"IL, Peoria"	"IL, Peoria census-designated city"
in.city	"IL, Quincy"	"IL, Quincy census-designated city"
in.city	"IL, Rock Island"	"IL, Rock Island census-designated city"
in.city	"IL, Rockford"	"IL, Rockford census-designated city"
in.city	"IL, Schaumburg"	"IL, Schaumburg census-designated city"
in.city	"IL, Skokie"	"IL, Skokie census-designated city"
in.city	"IL, Springfield"	"IL, Springfield census-designated city"
in.city	"IL, Tinley Park"	"IL, Tinley Park census-designated city"
in.city	"IL, Urbana"	"IL, Urbana census-designated city"
in.city	"IL, Waukegan"	"IL, Waukegan census-designated city"
in.city	"IL, Wheaton"	"IL, Wheaton census-designated city"
in.city	"IL, Wheeling"	"IL, Wheeling census-designated city"
in.city	"IN, Anderson"	"IN, Anderson census-designated city"
in.city	"IN, Bloomington"	"IN, Bloomington census-designated city"
in.city	"IN, Carmel"	"IN, Carmel census-designated city"
in.city	"IN, Columbus"	"IN, Columbus census-designated city"
in.city	"IN, Elkhart"	"IN, Elkhart census-designated city"
in.city	"IN, Evansville"	"IN, Evansville census-designated city"
in.city	"IN, Fishers"	"IN, Fishers census-designated city"
in.city	"IN, Fort Wayne"	"IN, Fort Wayne census-designated city"
in.city	"IN, Gary"	"IN, Gary census-designated city"
in.city	"IN, Greenwood"	"IN, Greenwood census-designated city"
